Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Length,Nuc_Completeness,Geo_Location,Region,Host,Isolation_Source,Collection_Date,GenBank_Title
KC861943.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2004,"Dengue virus 1 isolate D1.DacNong107104.9 May 04 envelope protein gene, partial cds"
KC861944.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,North,Homo sapiens,,2009,"Dengue virus 1 isolate D1.HaNoi1.BM09116.16 Nov 09 envelope protein gene, partial cds"
KC861945.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2009,"Dengue virus 1 isolate D1.QuyNhon.1245.23 Dec 08 envelope protein gene, partial cds"
KC861946.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2009,"Dengue virus 1 isolate D1.QuyNhon.1364.10 Jun 09 envelope protein gene, partial cds"
KC861947.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central (maybe north),Homo sapiens,,1999,"Dengue virus 1 isolate D1.ThanhHoa.268.99 envelope protein gene, partial cds"
KC861948.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2008,"Dengue virus 1 isolate D1.NgheAn.10 Sep.08 envelope protein gene, partial cds"
KC861949.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2009,"Dengue virus 1 isolate D1.NgheAn.10901067.30 Aug 09 envelope protein gene, partial cds"
KC861950.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2009,"Dengue virus 1 isolate D1.QuyNhon.1323.19 May 09 envelope protein gene, partial cds"
KC861951.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,North,Homo sapiens,,2004,"Dengue virus 1 isolate D1.HaNoi.1284.15 Oct 04 envelope protein gene, partial cds"
KC861952.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2007,"Dengue virus 1 isolate D1.NhaTrang.621.22 Jun 07 envelope protein gene, partial cds"
KC861953.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,South,Homo sapiens,,2009,"Dengue virus 1 isolate D1.CanTho.09539.09 envelope protein gene, partial cds"
KC861954.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2004,"Dengue virus 1 isolate D1.DacNong.105904.6 May 04 envelope protein gene, partial cds"
KC861955.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2008,"Dengue virus 1 isolate D1.HaNoi1.1802.5 Oct.08 envelope protein gene, partial cds"
KC861956.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2004,"Dengue virus 1 isolate D1.NgheAn.128604. 16 Oct 04 envelope protein gene, partial cds"
KC861957.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2009,"Dengue virus 1 isolate D1.QuyNhon.1365.1 Jun 09 envelope protein gene, partial cds"
KC861958.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2004,"Dengue virus 1 isolate D1.BuonMeThuot.1064.10 May.04 envelope protein gene, partial cds"
KC861959.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2009,"Dengue virus 1 isolate D1.DaNang.99730.7 Aug 09 envelope protein gene, partial cds"
KC861960.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2009,"Dengue virus 1 isolate D1.NhaTrang.1094.2 Jan 09 envelope protein gene, partial cds"
KC861961.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,North,Homo sapiens,,1998,"Dengue virus 1 isolate D1.HaNoi.118.98 envelope protein gene, partial cds"
KC861962.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2009,"Dengue virus 1 isolate D1.NhaTrang.1214.17 Jul 09 envelope protein gene, partial cds"
KC861963.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2009,"Dengue virus 1 isolate D1.QuyNhon.1380.20 Jun 09 envelope protein gene, partial cds"
KC861964.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2003,"Dengue virus 1 isolate D1.NgheAn.87403.31 Aug 03 envelope protein gene, partial cds"
KC861965.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2006,"Dengue virus 1 isolate D1.NgheAn.1520 17 July.06 envelope protein gene, partial cds"
KC861966.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2006,"Dengue virus 1 isolate D1.QuyNhon.17.06 envelope protein gene, partial cds"
KC861967.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2006,"Dengue virus 1 isolate D1.QuyNhon.60.06 envelope protein gene, partial cds"
KC861968.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,North,Homo sapiens,,2009,"Dengue virus 1 isolate D1.HaNoi1.10901007.4 Jul.09 envelope protein gene, partial cds"
KC861969.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,North,Homo sapiens,,2008,"Dengue virus 1 isolate D1.HaNoi1.1844.13 Nov 08 envelope protein gene, partial cds"
KC861970.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central (maybe north),Homo sapiens,,2007,"Dengue virus 1 isolate D1.ThanhHoa.1679.15 Sep .07 envelope protein gene, partial cds"
KC861971.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,1998,"Dengue virus 1 isolate D1.HaTinh.151.98 envelope protein gene, partial cds"
KC861972.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2004,"Dengue virus 1 isolate D1.DacNong.106004.10 May 04 envelope protein gene, partial cds"
KC861973.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2009,"Dengue virus 1 isolate D1.QuyNhon.1331.3 Jun 09 envelope protein gene, partial cds"
KC861974.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2008,"Dengue virus 1 isolate D1.QuyNhon.1239.22 Dec 08 envelope protein gene, partial cds"
KC861975.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2006,"Dengue virus 1 isolate D1.QuyNhon.1306.11 Dec 2006 envelope protein gene, partial cds"
KC861976.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2007,"Dengue virus 1 isolate D1.NhaTrang.609.24 May 07 envelope protein gene, partial cds"
KC861977.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2008,"Dengue virus 1 isolate D1.QuyNhon.1259.27 Dec 08 envelope protein gene, partial cds"
KC861978.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2006,"Dengue virus 1 isolate D1.QuyNhon.12.06 envelope protein gene, partial cds"
KC861979.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2002,"Dengue virus 1 isolate D1.QuangBinh.49902.13 Jun 02 envelope protein gene, partial cds"
JX649147.1,Dengue virus type 2,"Carney,J., Daly,J.M., German,A., Davis,C.T., Barrett,A.D.T., Rijnbrand,R., Solomon,T.","University of Nottingham, School of Veterinary Medicine & Science",,10/10/2013,10723,complete,Viet Nam,Unknown,Homo sapiens,blood,1995,"Dengue virus 2 isolate CNS36, complete genome"
JX649148.1,Dengue virus type 2,"Carney,J., Daly,J.M., German,A., Davis,C.T., Barrett,A.D.T., Rijnbrand,R., Solomon,T.","University of Nottingham, School of Veterinary Medicine & Science",,10/10/2013,10723,complete,Viet Nam,Unknown,Homo sapiens,cerebrospinal fluid,1995,"Dengue virus 2 isolate CNS36, complete genome"
JN415487.1,dengue virus type I,"Warrilow,D., Northill,J.A., Pyke,A.T.","Queensland Health Forensic and Scientific Services, Public Health Virology",Australia,19/11/2012,1485,partial,Viet Nam,Unknown,Homo sapiens,,2010,"Dengue virus 1 isolate Vietnam 2010 envelope protein gene, partial cds"
JN415533.1,dengue virus type I,"Warrilow,D., Northill,J.A., Pyke,A.T.","Queensland Health Forensic and Scientific Services, Public Health Virology",Australia,19/11/2012,1485,partial,Viet Nam,Unknown,Homo sapiens,,2006,"Dengue virus 1 isolate Vietnam 2006 envelope protein gene, partial cds"
JN415534.1,dengue virus type I,"Warrilow,D., Northill,J.A., Pyke,A.T.","Queensland Health Forensic and Scientific Services, Public Health Virology",Australia,19/11/2012,1485,partial,Viet Nam,Unknown,Homo sapiens,,2008,"Dengue virus 1 isolate Vietnam 2008a envelope protein gene, partial cds"
JN415535.1,dengue virus type I,"Warrilow,D., Northill,J.A., Pyke,A.T.","Queensland Health Forensic and Scientific Services, Public Health Virology",Australia,19/11/2012,1485,partial,Viet Nam,Unknown,Homo sapiens,,2008,"Dengue virus 1 isolate Vietnam 2008b envelope protein gene, partial cds"
JN568281.1,Dengue virus type 2,"Warrilow,D., Northill,J.A., Pyke,A.T.","Queensland Health Forensic and Scientific Services, Public Health Virology",Australia,19/11/2012,1485,partial,Viet Nam,Unknown,Homo sapiens,,2010,"Dengue virus 2 isolate Vietnam 2010a envelope protein gene, partial cds"
JN568282.1,Dengue virus type 2,"Warrilow,D., Northill,J.A., Pyke,A.T.","Queensland Health Forensic and Scientific Services, Public Health Virology",Australia,19/11/2012,1485,partial,Viet Nam,Unknown,Homo sapiens,,2010,"Dengue virus 2 isolate Vietnam 2010b envelope protein gene, partial cds"
JN575580.1,Dengue virus type 3,"Warrilow,D., Northill,J.A., Pyke,A.T.","Queensland Health Forensic and Scientific Services, Public Health Virology",Australia,19/11/2012,1479,partial,Viet Nam,Unknown,Homo sapiens,,2008,"Dengue virus 3 isolate Vietnam 2008 envelope protein gene, partial cds"
JX644006.1,Dengue virus type 4,"Duong,K.H., Huynh,H.A., Nguyen,T.M., Nguyen,H.T., Le,L.B., Nguyen,C.V., Hoang,M.T., Ta,T.V., Truong,D.C., Tran,G.T., Nguyen,M.H., Farrar,J., Anders,K., Simmons,C.P.","Oxford University Clinical Research Unit, Dengue Group",,14/11/2012,1485,partial,Viet Nam,South,Homo sapiens,blood,2012,"Dengue virus 4 strain 13DX3-741 envelope protein gene, partial cds"
JX644007.1,Dengue virus type 4,"Duong,K.H., Huynh,H.A., Nguyen,T.M., Nguyen,H.T., Le,L.B., Nguyen,C.V., Hoang,M.T., Ta,T.V., Truong,D.C., Tran,G.T., Nguyen,M.H., Farrar,J., Anders,K., Simmons,C.P.","Oxford University Clinical Research Unit, Dengue Group",,14/11/2012,1485,partial,Viet Nam,South,Homo sapiens,blood,2012,"Dengue virus 4 strain 13DX4-413 envelope protein gene, partial cds"
JX644008.1,Dengue virus type 4,"Duong,K.H., Huynh,H.A., Nguyen,T.M., Nguyen,H.T., Le,L.B., Nguyen,C.V., Hoang,M.T., Ta,T.V., Truong,D.C., Tran,G.T., Nguyen,M.H., Farrar,J., Anders,K., Simmons,C.P.","Oxford University Clinical Research Unit, Dengue Group",,14/11/2012,1485,partial,Viet Nam,South,Homo sapiens,blood,2012,"Dengue virus 4 strain 13DX3-779 envelope protein gene, partial cds"
JX644009.1,Dengue virus type 4,"Duong,K.H., Huynh,H.A., Nguyen,T.M., Nguyen,H.T., Le,L.B., Nguyen,C.V., Hoang,M.T., Ta,T.V., Truong,D.C., Tran,G.T., Nguyen,M.H., Farrar,J., Anders,K., Simmons,C.P.","Oxford University Clinical Research Unit, Dengue Group",,14/11/2012,1485,partial,Viet Nam,South,Homo sapiens,blood,2012,"Dengue virus 4 strain 13DX3-773 envelope protein gene, partial cds"
JX644010.1,Dengue virus type 4,"Duong,K.H., Huynh,H.A., Nguyen,T.M., Nguyen,H.T., Le,L.B., Nguyen,C.V., Hoang,M.T., Ta,T.V., Truong,D.C., Tran,G.T., Nguyen,M.H., Farrar,J., Anders,K., Simmons,C.P.","Oxford University Clinical Research Unit, Dengue Group",,14/11/2012,1485,partial,Viet Nam,South,Homo sapiens,blood,2012,"Dengue virus 4 strain 13DX4-417 envelope protein gene, partial cds"
JX644011.1,Dengue virus type 4,"Duong,K.H., Huynh,H.A., Nguyen,T.M., Nguyen,H.T., Le,L.B., Nguyen,C.V., Hoang,M.T., Ta,T.V., Truong,D.C., Tran,G.T., Nguyen,M.H., Farrar,J., Anders,K., Simmons,C.P.","Oxford University Clinical Research Unit, Dengue Group",,14/11/2012,1485,partial,Viet Nam,South,Homo sapiens,blood,2012,"Dengue virus 4 strain 13DX4-446 envelope protein gene, partial cds"
JX644012.1,Dengue virus type 4,"Duong,K.H., Huynh,H.A., Nguyen,T.M., Nguyen,H.T., Le,L.B., Nguyen,C.V., Hoang,M.T., Ta,T.V., Truong,D.C., Tran,G.T., Nguyen,M.H., Farrar,J., Anders,K., Simmons,C.P.","Oxford University Clinical Research Unit, Dengue Group",,14/11/2012,1485,partial,Viet Nam,South,Homo sapiens,blood,2012,"Dengue virus 4 strain 13DX4-452 envelope protein gene, partial cds"
JX569839.1,dengue virus type I,"Tam,D.T., Ngoc,T.V., Tien,N.T., Kieu,N.T., Thuy,T.T., Thanh,L.T., Tam,C.T., Truong,N.T., Dung,N.T., Qui,P.T., Hien,T.T., Farrar,J.J., Simmons,C.P., Wolbers,M., Wills,B.A., Duong,K.H., Huynh,H.A., Nguyen,T.H., Tran,N.V., Dong,T.H., Tran,H.T., Nguyen,C.V., Farrar,J., Wills,B.","Oxford University Clinical Research Unit, Dengue Group",,10/11/2012,1491,partial,Viet Nam,South,Homo sapiens,blood,2009,"Dengue virus 1 strain 06DX-27 envelope protein gene, complete cds"
JX569840.1,dengue virus type I,"Tam,D.T., Ngoc,T.V., Tien,N.T., Kieu,N.T., Thuy,T.T., Thanh,L.T., Tam,C.T., Truong,N.T., Dung,N.T., Qui,P.T., Hien,T.T., Farrar,J.J., Simmons,C.P., Wolbers,M., Wills,B.A., Duong,K.H., Huynh,H.A., Nguyen,T.H., Tran,N.V., Dong,T.H., Tran,H.T., Nguyen,C.V., Farrar,J., Wills,B.","Oxford University Clinical Research Unit, Dengue Group",,10/11/2012,1491,partial,Viet Nam,South,Homo sapiens,blood,2009,"Dengue virus 1 strain 06DX-30 envelope protein gene, complete cds"
